,Word,Freq,Prob
2352,dobes,8.86195e-10,8.86195e-08
2353,dobie,4.26798e-09,4.26798e-07
2354,dobla,2.45884e-09,2.4588400000000003e-07
2355,dobra,7.58194e-09,7.58194e-07
2356,dobro,1.30537e-08,1.3053699999999998e-06
2357,docht,1.17555e-09,1.17555e-07
2358,docks,3.38371e-06,0.000338371
2359,docos,7.8118e-10,7.8118e-08
2360,docus,1.44805e-09,1.44805e-07
2361,doddy,2.31945e-09,2.3194499999999998e-07
2362,dodos,1.29802e-08,1.29802e-06
2363,doeks,1.16849e-09,1.1684899999999999e-07
2364,doers,5.01796e-07,5.01796e-05
2365,doest,2.07767e-07,2.07767e-05
2366,doeth,4.80593e-07,4.80593e-05
2367,doffs,1.86652e-08,1.86652e-06
2368,dogan,8.806e-10,8.806000000000001e-08
2369,doges,2.59897e-08,2.59897e-06
2370,dogey,2.42621e-10,2.4262099999999998e-08
2371,doggo,9.186e-09,9.186e-07
2372,doggy,1.17534e-07,1.17534e-05
2373,dogie,4.70729e-09,4.70729e-07
2374,dohyo,2.10481e-09,2.10481e-07
2375,doilt,1.67449e-10,1.67449e-08
2376,doily,6.81669e-08,6.81669e-06
2377,doits,5.5474e-09,5.5474e-07
2378,dojos,4.34517e-09,4.3451699999999997e-07
2379,dolce,1.11699e-07,1.11699e-05
2380,dolci,1.3037e-08,1.3037e-06
2381,doled,1.81742e-07,1.81742e-05
2382,doles,1.48429e-07,1.4842900000000001e-05
2383,dolia,1.05856e-08,1.0585599999999999e-06
2384,dolls,1.85746e-06,0.000185746
2385,dolma,4.36324e-09,4.3632400000000004e-07
2386,dolor,1.63199e-07,1.63199e-05
2387,dolos,1.47425e-08,1.47425e-06
2388,dolts,3.62086e-08,3.62086e-06
2389,domal,4.13508e-08,4.13508e-06
2390,domed,6.59002e-07,6.59002e-05
2391,domes,1.37939e-06,0.000137939
2392,domic,3.95028e-09,3.9502799999999996e-07
2393,donah,1.16016e-09,1.1601600000000001e-07
2394,donas,8.48077e-09,8.48077e-07
2395,donee,1.08223e-06,0.000108223
2396,doner,1.99674e-08,1.99674e-06
2397,donga,2.6366e-08,2.6366e-06
2398,dongs,8.97794e-09,8.97794e-07
2399,donko,6.91476e-10,6.914760000000001e-08
2400,donna,3.75034e-07,3.75034e-05
2401,donne,2.366e-07,2.366e-05
2402,donny,2.82166e-09,2.82166e-07
2403,donsy,2.59602e-10,2.5960199999999996e-08
2404,doobs,3.83416e-10,3.8341600000000005e-08
2405,dooce,4.03491e-09,4.0349099999999994e-07
2406,doody,3.70278e-09,3.70278e-07
2407,dooks,3.66225e-09,3.66225e-07
2408,doole,3.29012e-09,3.2901199999999996e-07
2409,dools,7.44741e-10,7.44741e-08
2410,dooly,6.14156e-09,6.14156e-07
2411,dooms,1.24382e-07,1.24382e-05
2412,doomy,4.65957e-09,4.6595700000000005e-07
2413,doona,2.86624e-08,2.86624e-06
2414,doorn,2.37661e-09,2.37661e-07
2415,doors,2.30579e-05,0.0023057900000000003
2416,doozy,2.83017e-08,2.83017e-06
2417,dopas,2.76368e-10,2.7636799999999997e-08
2418,doped,1.99699e-06,0.000199699
2419,doper,1.04631e-08,1.04631e-06
2420,dopes,5.3403e-08,5.3402999999999995e-06
2421,dorad,3.00094e-10,3.0009399999999996e-08
2422,dorba,1.66879e-10,1.6687899999999998e-08
2423,dorbs,-1.0,-100.0
2424,doree,1.17642e-08,1.17642e-06
2425,dores,3.29084e-08,3.29084e-06
2426,doric,1.26089e-08,1.26089e-06
2427,doris,2.03797e-08,2.0379700000000002e-06
2428,dorks,1.09268e-08,1.09268e-06
2429,dorky,3.23624e-08,3.23624e-06
2430,dorms,2.52335e-07,2.52335e-05
2431,dormy,2.74025e-09,2.74025e-07
2432,dorps,3.45591e-09,3.45591e-07
2433,dorrs,8.6538e-10,8.653799999999999e-08
2434,dorsa,1.7787e-08,1.7787e-06
2435,dorse,3.08082e-08,3.08082e-06
2436,dorts,5.68428e-10,5.68428e-08
2437,dorty,1.17042e-09,1.17042e-07
2438,dosai,4.03474e-09,4.03474e-07
2439,dosas,2.40393e-08,2.40393e-06
2440,dosed,3.75452e-07,3.75452e-05
2441,doseh,3.1479e-10,3.1479e-08
2442,doser,1.21269e-08,1.21269e-06
2443,doses,1.31799e-05,0.00131799
2444,dosha,2.51532e-08,2.51532e-06
2445,dotal,2.64934e-08,2.64934e-06
2446,doted,1.53554e-07,1.53554e-05
2447,doter,3.89472e-09,3.8947200000000006e-07
2448,dotes,8.59928e-08,8.59928e-06
2449,dotty,5.84037e-08,5.8403700000000005e-06
2450,douar,9.32167e-09,9.32167e-07
2451,douce,9.22723e-08,9.227229999999999e-06
2452,doucs,6.59411e-10,6.59411e-08
2453,douks,2.53663e-10,2.53663e-08
2454,doula,3.41581e-08,3.41581e-06
2455,douma,3.54752e-09,3.54752e-07
2456,doums,3.60044e-10,3.6004400000000004e-08
2457,doups,2.43975e-09,2.43975e-07
2458,doura,3.68202e-09,3.6820200000000003e-07
2459,douse,1.01622e-07,1.0162199999999999e-05
2460,douts,1.98743e-09,1.98743e-07
2461,doved,7.79959e-10,7.79959e-08
2462,doven,1.58067e-09,1.58067e-07
2463,dover,1.8994e-08,1.8994000000000002e-06
2464,doves,9.90899e-07,9.908990000000001e-05
2465,dovie,4.39531e-10,4.39531e-08
2466,dowar,1.5496e-09,1.5495999999999998e-07
2467,dowds,7.01568e-10,7.01568e-08
2468,dowed,1.65797e-08,1.65797e-06
2469,dower,1.99794e-06,0.000199794
2470,dowie,1.13241e-08,1.13241e-06
2471,dowle,2.64867e-09,2.6486700000000004e-07
2472,dowls,5.93958e-10,5.9395799999999994e-08
2473,dowly,1.03962e-09,1.03962e-07
2474,downa,7.1274e-09,7.1274e-07
2475,downs,1.76813e-06,0.000176813
2476,dowps,4.06191e-10,4.06191e-08
2477,dowse,1.14657e-08,1.14657e-06
2478,dowts,3.67221e-10,3.67221e-08
2479,doxed,7.90337e-10,7.90337e-08
2480,doxes,2.62966e-09,2.6296600000000003e-07
2481,doxie,2.26619e-09,2.26619e-07
2482,doyen,1.0846e-07,1.0846000000000001e-05
2483,doyly,4.2269e-10,4.2269e-08
2484,dozed,4.74657e-07,4.74657e-05
2485,dozer,1.42125e-07,1.4212500000000002e-05
2486,dozes,4.82457e-08,4.82457e-06
2487,drabs,4.15153e-08,4.15153e-06
2488,drack,1.0047e-09,1.0047e-07
2489,draco,2.47066e-08,2.47066e-06
2490,draff,1.59969e-08,1.5996899999999998e-06
2491,drags,7.6534e-07,7.653400000000001e-05
2492,drail,1.76138e-09,1.7613799999999999e-07
2493,drams,2.35896e-07,2.3589600000000002e-05
2494,drant,3.21002e-09,3.2100200000000003e-07
2495,draps,1.15607e-08,1.15607e-06
2496,drats,7.17825e-10,7.17825e-08
2497,drave,6.74506e-08,6.745060000000001e-06
2498,draws,9.18637e-06,0.000918637
2499,drays,1.17265e-07,1.17265e-05
2500,drear,2.35691e-07,2.3569099999999998e-05
2501,dreck,1.33736e-08,1.3373599999999998e-06
2502,dreed,5.76042e-09,5.76042e-07
2503,dreer,3.82338e-10,3.82338e-08
2504,drees,6.80784e-09,6.80784e-07
2505,dregs,5.50031e-07,5.50031e-05
2506,dreks,1.84163e-10,1.8416299999999997e-08
2507,drent,2.15219e-09,2.1521900000000002e-07
2508,drere,1.03108e-09,1.0310799999999999e-07
2509,drest,1.76463e-07,1.76463e-05
2510,dreys,3.01045e-09,3.0104500000000003e-07
2511,dribs,2.1041e-08,2.1041e-06
2512,drice,1.17115e-09,1.17115e-07
2513,dries,1.06983e-06,0.00010698300000000002
2514,drily,3.27903e-07,3.27903e-05
2515,drips,3.54771e-07,3.54771e-05
2516,dript,1.15015e-09,1.15015e-07
2517,droid,6.54963e-08,6.5496299999999995e-06
2518,droil,1.30692e-09,1.3069200000000002e-07
2519,droke,6.1618e-10,6.1618e-08
2520,drole,8.46403e-09,8.46403e-07
2521,drome,5.53717e-08,5.53717e-06
2522,drony,1.40762e-09,1.40762e-07
2523,droob,2.8149e-10,2.8148999999999996e-08
2524,droog,6.70951e-09,6.70951e-07
2525,drook,4.5759e-10,4.5759e-08
2526,drops,1.1828e-05,0.0011828
2527,dropt,2.09789e-07,2.09789e-05
2528,drouk,2.49367e-10,2.49367e-08
2529,drows,3.28902e-09,3.28902e-07
2530,drubs,2.73923e-09,2.73923e-07
2531,drugs,3.16117e-05,0.00316117
2532,drums,4.65735e-06,0.00046573500000000005
2533,drupe,1.13063e-07,1.13063e-05
2534,druse,1.33199e-08,1.33199e-06
2535,drusy,4.35099e-08,4.35099e-06
2536,druxy,2.86068e-10,2.8606800000000002e-08
2537,dryad,3.85711e-08,3.85711e-06
2538,dryas,1.17119e-08,1.17119e-06
2539,dsobo,-1.0,-100.0
2540,dsomo,-1.0,-100.0
2541,duads,3.49973e-09,3.49973e-07
2542,duals,1.01913e-07,1.01913e-05
2543,duans,6.37197e-10,6.37197e-08
2544,duars,3.37026e-09,3.37026e-07
2545,dubbo,2.5738e-10,2.5738e-08
2546,ducal,4.36741e-07,4.36741e-05
2547,ducat,9.54741e-08,9.54741e-06
2548,duces,4.12213e-07,4.12213e-05
2549,ducks,3.14581e-06,0.000314581
2550,ducky,3.32666e-08,3.32666e-06
2551,ducts,3.42515e-06,0.000342515
2552,duddy,1.81667e-08,1.81667e-06
2553,duded,4.75481e-09,4.75481e-07
2554,dudes,1.7675e-07,1.7675e-05
2555,duels,3.46672e-07,3.46672e-05
2556,duets,2.95604e-07,2.95604e-05
2557,duett,1.1771e-08,1.1771e-06
2558,duffs,6.0325e-09,6.0325e-07
2559,dufus,3.36315e-09,3.36315e-07
2560,duing,1.32186e-08,1.3218600000000002e-06
2561,duits,5.96921e-09,5.96921e-07
2562,dukas,5.02152e-09,5.02152e-07
2563,duked,3.25981e-09,3.2598100000000004e-07
2564,dukes,7.20803e-07,7.208030000000001e-05
2565,dukka,2.88687e-09,2.88687e-07
2566,dulce,9.225e-08,9.224999999999999e-06
2567,dules,6.55749e-09,6.55749e-07
2568,dulia,6.93242e-09,6.932420000000001e-07
2569,dulls,9.75555e-08,9.75555e-06
2570,dulse,2.45602e-08,2.45602e-06
2571,dumas,8.46312e-09,8.46312e-07
2572,dumbo,5.21379e-09,5.213789999999999e-07
2573,dumbs,3.94238e-09,3.94238e-07
2574,dumka,1.77952e-08,1.77952e-06
2575,dumky,9.89466e-10,9.894660000000001e-08
2576,dumps,1.06284e-06,0.000106284
2577,dunam,2.35025e-08,2.35025e-06
2578,dunch,1.35432e-09,1.35432e-07
2579,dunes,1.95944e-06,0.000195944
2580,dungs,8.93197e-09,8.931970000000001e-07
2581,dungy,5.05086e-09,5.05086e-07
2582,dunks,1.76576e-08,1.76576e-06
2583,dunno,3.32302e-07,3.32302e-05
2584,dunny,1.06037e-08,1.06037e-06
2585,dunsh,2.49203e-10,2.49203e-08
2586,dunts,1.37817e-09,1.37817e-07
2587,duomi,1.80256e-10,1.80256e-08
2588,duomo,2.27287e-08,2.2728700000000003e-06
2589,duped,4.42656e-07,4.42656e-05
2590,duper,2.35904e-08,2.35904e-06
2591,dupes,2.94597e-07,2.94597e-05
2592,duple,8.11014e-08,8.11014e-06
2593,duply,1.30648e-09,1.30648e-07
2594,duppy,1.03285e-08,1.03285e-06
2595,dural,3.07109e-07,3.07109e-05
2596,duras,1.37594e-08,1.3759399999999999e-06
2597,dured,1.07114e-08,1.0711399999999998e-06
2598,dures,1.16175e-07,1.16175e-05
2599,durgy,-1.0,-100.0
2600,durns,4.09635e-10,4.09635e-08
2601,duroc,6.85462e-10,6.854620000000001e-08
2602,duros,1.36382e-08,1.36382e-06
2603,duroy,1.18089e-09,1.18089e-07
2604,durra,3.09114e-08,3.09114e-06
2605,durrs,2.1293e-10,2.1293e-08
2606,durry,1.79788e-09,1.79788e-07
2607,durst,7.08453e-07,7.084530000000001e-05
2608,durum,3.77214e-07,3.77214e-05
2609,durzi,6.89679e-10,6.896790000000001e-08
2610,dusks,1.12391e-08,1.12391e-06
2611,dusts,7.74445e-07,7.744450000000001e-05
2612,duxes,8.67208e-10,8.67208e-08
2613,dwaal,2.7371e-09,2.7371e-07
2614,dwale,2.15042e-09,2.15042e-07
2615,dwalm,2.56181e-10,2.56181e-08
2616,dwams,5.1812e-10,5.1811999999999994e-08
2617,dwang,1.08441e-09,1.08441e-07
2618,dwaum,2.95871e-10,2.9587099999999998e-08
2619,dweeb,2.23445e-08,2.23445e-06
2620,dwile,3.8436e-10,3.8436e-08
2621,dwine,1.82865e-09,1.8286500000000002e-07
2622,dyads,3.14246e-07,3.14246e-05
2623,dyers,2.27391e-07,2.27391e-05
2624,dyked,1.54783e-08,1.54783e-06
2625,dykes,1.15181e-06,0.000115181
2626,dykey,2.61563e-09,2.61563e-07
2627,dykon,1.94159e-10,1.94159e-08
2628,dynel,4.81302e-09,4.81302e-07
2629,dynes,1.99061e-07,1.9906100000000002e-05
2630,dzhos,-1.0,-100.0
2631,eagre,3.74174e-09,3.74174e-07
2632,ealed,1.9064e-08,1.9064e-06
2633,eales,2.36173e-09,2.3617299999999998e-07
2634,eaned,2.8118e-09,2.8118000000000003e-07
2635,eards,5.08118e-09,5.081179999999999e-07
2636,eared,6.05803e-07,6.058029999999999e-05
2637,earls,5.3455e-07,5.3455e-05
2638,earns,1.48823e-06,0.000148823
2639,earnt,1.15755e-08,1.15755e-06
2640,earst,1.74387e-08,1.74387e-06
2641,eased,2.84967e-06,0.000284967
2642,easer,8.11278e-09,8.112780000000001e-07
2643,eases,9.28984e-07,9.28984e-05
2644,easle,8.16888e-10,8.16888e-08
2645,easts,1.52993e-08,1.52993e-06
2646,eathe,1.6287e-09,1.6287e-07
2647,eaved,9.8771e-09,9.8771e-07
2648,eaves,8.95452e-07,8.95452e-05
2649,ebbed,3.06167e-07,3.06167e-05
2650,ebbet,1.39719e-10,1.39719e-08
2651,ebons,3.68342e-10,3.68342e-08
2652,ebook,3.94401e-07,3.94401e-05
2653,ecads,1.87804e-09,1.8780399999999998e-07
2654,eched,7.615e-10,7.615e-08
2655,eches,3.58959e-09,3.58959e-07
2656,echos,4.09459e-08,4.09459e-06
2657,ecrus,4.01083e-10,4.01083e-08
2658,edema,3.60565e-06,0.000360565
2659,edged,3.6171e-06,0.00036171
2660,edger,8.64348e-08,8.64348e-06
2661,edges,1.75735e-05,0.00175735
2662,edile,4.14804e-09,4.14804e-07
2663,edits,4.82077e-07,4.82077e-05
2664,educe,5.35059e-08,5.350589999999999e-06
2665,educt,2.4794e-08,2.4794e-06
2666,eejit,1.61148e-08,1.6114800000000002e-06
2667,eensy,2.85771e-09,2.85771e-07
2668,eeven,5.24792e-09,5.24792e-07
2669,eevns,-1.0,-100.0
2670,effed,7.20975e-09,7.20975e-07
2671,egads,7.55305e-10,7.55305e-08
2672,egers,3.89388e-10,3.8938800000000005e-08
2673,egest,1.64421e-09,1.6442100000000001e-07
2674,eggar,1.86841e-09,1.8684100000000003e-07
2675,egged,1.21181e-07,1.21181e-05
2676,egger,4.55358e-09,4.5535799999999997e-07
2677,egmas,-1.0,-100.0
2678,ehing,1.12713e-09,1.12713e-07
2679,eider,1.15177e-07,1.15177e-05
2680,eidos,6.80347e-08,6.80347e-06
2681,eigne,1.11292e-08,1.11292e-06
2682,eiked,6.9641e-10,6.9641e-08
2683,eikon,1.23438e-08,1.23438e-06
2684,eilds,2.22003e-10,2.22003e-08
2685,eisel,3.03776e-09,3.0377600000000003e-07
2686,ejido,1.17233e-07,1.17233e-05
2687,ekkas,3.09398e-09,3.09398e-07
2688,elain,3.72863e-09,3.72863e-07
2689,eland,1.38954e-07,1.3895399999999999e-05
2690,elans,4.81266e-09,4.81266e-07
2691,elchi,1.03958e-09,1.0395800000000001e-07
2692,eldin,1.14848e-09,1.14848e-07
2693,elemi,2.00415e-08,2.00415e-06
2694,elfed,3.09312e-10,3.09312e-08
2695,eliad,1.22857e-10,1.22857e-08
2696,elint,2.55007e-09,2.5500700000000003e-07
2697,elmen,8.75019e-10,8.75019e-08
2698,eloge,1.04098e-08,1.04098e-06
2699,elogy,1.76029e-09,1.76029e-07
2700,eloin,4.61814e-10,4.6181400000000003e-08
2701,elops,1.91189e-09,1.91189e-07
2702,elpee,2.83408e-10,2.8340799999999998e-08
2703,elsin,5.23438e-10,5.23438e-08
2704,elute,1.12994e-07,1.12994e-05
2705,elvan,1.4476e-08,1.4476e-06
2706,elven,7.06271e-08,7.062710000000001e-06
2707,elver,1.01883e-08,1.0188299999999999e-06
2708,elves,5.26573e-07,5.2657299999999995e-05
2709,emacs,4.6647e-08,4.6647e-06
2710,embar,3.08574e-08,3.0857399999999998e-06
2711,embay,6.41613e-09,6.416130000000001e-07
2712,embog,2.33018e-10,2.33018e-08
2713,embow,4.96578e-10,4.96578e-08
2714,embox,2.33871e-10,2.33871e-08
2715,embus,1.2172e-09,1.2172e-07
2716,emeer,2.10151e-09,2.1015100000000001e-07
2717,emend,1.37963e-07,1.37963e-05
2718,emerg,6.82783e-08,6.82783e-06
2719,emery,5.74456e-07,5.7445600000000004e-05
2720,emeus,1.96726e-09,1.96726e-07
2721,emics,5.18735e-09,5.18735e-07
2722,emirs,1.07439e-07,1.07439e-05
2723,emits,8.78939e-07,8.78939e-05
2724,emmas,8.28765e-10,8.28765e-08
2725,emmer,7.96005e-08,7.96005e-06
2726,emmet,1.27604e-08,1.27604e-06
2727,emmew,8.19171e-10,8.19171e-08
2728,emmys,5.73758e-10,5.73758e-08
2729,emoji,4.23078e-08,4.23078e-06
2730,emong,1.37122e-08,1.37122e-06
2731,emote,2.96938e-08,2.96938e-06
2732,emove,7.96193e-09,7.961929999999999e-07
2733,empts,5.30806e-08,5.30806e-06
2734,emule,6.53695e-10,6.53695e-08
2735,emure,6.93308e-10,6.93308e-08
2736,emyde,1.67936e-10,1.67936e-08
2737,emyds,4.34888e-10,4.34888e-08
2738,enarm,3.98368e-10,3.9836800000000004e-08
2739,enate,4.46631e-08,4.46631e-06
2740,ended,3.39599e-05,0.0033959899999999998
2741,ender,8.52353e-08,8.52353e-06
2742,endew,8.76787e-10,8.76787e-08
2743,endue,3.78708e-08,3.78708e-06
2744,enews,1.19058e-09,1.19058e-07
2745,enfix,2.24524e-10,2.24524e-08
2746,eniac,1.60201e-09,1.60201e-07
2747,enlit,5.37136e-10,5.3713600000000005e-08
2748,enmew,5.85254e-10,5.85254e-08
2749,ennog,-1.0,-100.0
2750,enoki,6.59909e-09,6.59909e-07
2751,enols,1.68184e-08,1.68184e-06
2752,enorm,7.92876e-09,7.92876e-07
2753,enows,2.9297e-10,2.9297e-08
2754,enrol,3.40392e-07,3.40392e-05
2755,ensew,4.25648e-09,4.25648e-07
2756,ensky,8.55348e-10,8.553480000000001e-08
2757,entia,2.5216e-08,2.5215999999999997e-06
2758,enure,1.36176e-07,1.3617599999999998e-05
2759,enurn,1.46329e-10,1.4632899999999999e-08
2760,envoi,3.02268e-08,3.0226799999999997e-06
2761,enzym,2.58391e-08,2.58391e-06
2762,eorls,3.15217e-09,3.15217e-07
2763,eosin,5.30044e-07,5.30044e-05
2764,epact,1.41766e-08,1.41766e-06
2765,epees,1.72483e-09,1.72483e-07
2766,ephah,7.94963e-08,7.94963e-06
2767,ephas,4.86629e-10,4.86629e-08
2768,ephod,1.51224e-07,1.5122400000000001e-05
2769,ephor,8.60346e-09,8.60346e-07
2770,epics,6.37737e-07,6.37737e-05
2771,epode,2.47641e-08,2.47641e-06
2772,epopt,9.07358e-10,9.07358e-08
2773,epris,1.94758e-09,1.94758e-07
2774,eques,3.90103e-08,3.90103e-06
2775,equid,1.70441e-08,1.70441e-06
2776,erbia,9.30788e-09,9.307879999999999e-07
2777,erevs,-1.0,-100.0
2778,ergon,3.26872e-08,3.26872e-06
2779,ergos,1.61217e-09,1.61217e-07
2780,ergot,4.84127e-07,4.84127e-05
2781,erhus,2.35417e-10,2.3541700000000004e-08
2782,erica,4.3891e-08,4.3891e-06
2783,erick,2.87817e-08,2.87817e-06
2784,erics,4.49843e-09,4.49843e-07
2785,ering,2.1087e-07,2.1087e-05
2786,erned,3.47375e-08,3.4737500000000004e-06
2787,ernes,1.91061e-08,1.9106100000000002e-06
2788,erose,4.32274e-08,4.32274e-06
2789,erred,4.53728e-06,0.00045372800000000003
2790,erses,4.0289e-09,4.0289e-07
2791,eruct,1.7131e-09,1.7131e-07
2792,erugo,5.3403e-10,5.3403e-08
2793,eruvs,5.52465e-10,5.5246500000000004e-08
2794,erven,2.86122e-08,2.86122e-06
2795,ervil,3.38538e-10,3.3853799999999996e-08
2796,escar,1.7895e-09,1.7895e-07
2797,escot,1.30169e-09,1.30169e-07
2798,esile,8.18317e-10,8.18317e-08
2799,eskar,9.26907e-10,9.26907e-08
2800,esker,9.084e-08,9.084e-06
2801,esnes,3.87063e-10,3.87063e-08
2802,esses,1.00824e-07,1.00824e-05
2803,estoc,2.09486e-09,2.09486e-07
2804,estop,2.86952e-07,2.8695200000000003e-05
2805,estro,1.1021e-08,1.1021e-06
2806,etage,1.88744e-08,1.88744e-06
2807,etape,1.06105e-08,1.06105e-06
2808,etats,3.4758e-08,3.4758e-06
2809,etens,2.34652e-10,2.3465199999999996e-08
2810,ethal,4.72715e-09,4.72715e-07
2811,ethne,7.59791e-09,7.597910000000001e-07
2812,ethyl,3.64584e-06,0.000364584
2813,etics,1.04928e-08,1.0492800000000001e-06
2814,etnas,9.95564e-10,9.95564e-08
2815,ettin,4.34228e-09,4.34228e-07
2816,ettle,7.26591e-09,7.26591e-07
2817,etuis,2.94413e-09,2.94413e-07
2818,etwee,1.23643e-09,1.23643e-07
2819,etyma,1.1395e-08,1.1395e-06
2820,eughs,1.94768e-10,1.94768e-08
2821,euked,-1.0,-100.0
2822,eupad,9.35185e-10,9.35185e-08
2823,euros,4.21876e-07,4.21876e-05
2824,eusol,8.20395e-09,8.203950000000001e-07
2825,evens,7.5348e-08,7.534799999999999e-06
2826,evert,4.75457e-08,4.75457e-06
2827,evets,6.06225e-10,6.06225e-08
2828,evhoe,-1.0,-100.0
2829,evils,7.42731e-06,0.000742731
2830,evite,3.85189e-09,3.85189e-07
2831,evohe,3.25835e-10,3.25835e-08
2832,ewers,5.22074e-08,5.22074e-06
2833,ewest,2.25386e-09,2.2538599999999998e-07
2834,ewhow,2.42243e-10,2.4224300000000002e-08
2835,ewked,-1.0,-100.0
2836,exams,1.8477e-06,0.00018476999999999998
2837,exeat,5.63612e-08,5.63612e-06
2838,execs,1.14536e-07,1.14536e-05
2839,exeem,5.21173e-10,5.21173e-08
2840,exeme,7.06407e-10,7.06407e-08
2841,exfil,4.73735e-09,4.73735e-07
2842,exies,9.07397e-10,9.07397e-08
2843,exine,1.13572e-07,1.13572e-05
2844,exing,6.7838e-09,6.7838e-07
2845,exits,1.66892e-06,0.000166892
2846,exode,7.62703e-09,7.627030000000001e-07
2847,exome,2.96154e-08,2.9615399999999998e-06
2848,exons,2.74985e-07,2.74985e-05
2849,expat,5.94926e-08,5.94926e-06
2850,expos,4.41851e-08,4.41851e-06
2851,exude,2.40756e-07,2.40756e-05
2852,exuls,2.0786e-10,2.0785999999999998e-08
2853,exurb,4.70445e-09,4.70445e-07
2854,eyass,1.86024e-09,1.86024e-07
2855,eyers,1.65302e-09,1.65302e-07
2856,eyots,3.05874e-09,3.0587400000000003e-07
2857,eyras,1.80077e-10,1.80077e-08
2858,eyres,1.2484e-08,1.2484e-06
2859,eyrie,1.01063e-07,1.01063e-05
2860,eyrir,1.41564e-09,1.41564e-07
2861,ezine,5.89198e-09,5.891980000000001e-07
2862,fabby,8.17482e-10,8.17482e-08
2863,faced,2.28182e-05,0.00228182
2864,facer,3.42607e-08,3.42607e-06
2865,faces,2.34891e-05,0.00234891
2866,facia,7.07326e-08,7.0732599999999994e-06
2867,facta,2.66257e-07,2.66257e-05
2868,facts,8.3952e-05,0.0083952
2869,faddy,8.68169e-09,8.68169e-07
2870,faded,5.48748e-06,0.0005487479999999999
2871,fader,1.63309e-07,1.63309e-05
2872,fades,1.20282e-06,0.00012028200000000001
2873,fadge,6.4477e-09,6.447700000000001e-07
2874,fados,2.43531e-09,2.43531e-07
2875,faena,6.73477e-09,6.73477e-07
2876,faery,1.1769e-07,1.1769e-05
2877,faffs,7.92342e-10,7.92342e-08
2878,faffy,2.03882e-10,2.0388199999999998e-08
2879,faggy,5.03227e-09,5.03227e-07
2880,fagin,7.08735e-10,7.08735e-08
2881,fagot,5.67539e-08,5.67539e-06
2882,faiks,5.56523e-10,5.56523e-08
2883,fails,1.77532e-05,0.0017753200000000002
2884,faine,6.5463e-08,6.5462999999999995e-06
2885,fains,4.06344e-09,4.0634400000000003e-07
2886,fairs,2.47619e-06,0.000247619
2887,faked,3.52135e-07,3.52135e-05
2888,faker,5.49635e-08,5.49635e-06
2889,fakes,2.12236e-07,2.1223599999999998e-05
2890,fakey,3.14041e-09,3.14041e-07
2891,fakie,3.26711e-09,3.2671099999999997e-07
2892,fakir,1.01718e-07,1.01718e-05
2893,falaj,8.74397e-09,8.743970000000001e-07
2894,falls,2.37101e-05,0.00237101
2895,famed,1.95796e-06,0.00019579599999999998
2896,fames,1.52735e-07,1.52735e-05
2897,fanal,2.19619e-09,2.19619e-07
2898,fands,5.79285e-09,5.79285e-07
2899,fanes,5.7689e-08,5.7689e-06
2900,fanga,2.0137e-09,2.0137e-07
2901,fango,6.70752e-09,6.707519999999999e-07
2902,fangs,8.43356e-07,8.43356e-05
2903,fanks,2.47344e-09,2.47344e-07
2904,fanon,4.30258e-09,4.30258e-07
2905,fanos,5.55729e-10,5.55729e-08
2906,fanum,8.44519e-09,8.44519e-07
2907,faqir,1.70556e-08,1.70556e-06
2908,farad,5.18637e-08,5.18637e-06
2909,farci,4.28333e-09,4.2833300000000005e-07
2910,farcy,4.74941e-08,4.74941e-06
2911,fards,1.8514e-09,1.8514e-07
2912,fared,1.27218e-06,0.000127218
2913,farer,1.72403e-08,1.7240300000000001e-06
2914,fares,3.8827e-06,0.00038827
2915,farle,1.73882e-09,1.73882e-07
2916,farls,2.84368e-09,2.84368e-07
2917,farms,2.12653e-05,0.00212653
2918,faros,1.08104e-08,1.0810400000000002e-06
2919,farro,1.55886e-08,1.55886e-06
2920,farse,2.13512e-09,2.1351199999999999e-07
2921,farts,9.49253e-08,9.49253e-06
2922,fasci,2.24908e-08,2.2490799999999996e-06
2923,fasti,3.47581e-08,3.4758099999999997e-06
2924,fasts,4.05717e-07,4.0571699999999996e-05
2925,fated,1.31369e-06,0.000131369
2926,fates,8.01994e-07,8.01994e-05
2927,fatly,1.75181e-08,1.75181e-06
2928,fatso,1.05204e-08,1.0520399999999999e-06
2929,fatwa,1.10065e-07,1.10065e-05
2930,faugh,8.76766e-09,8.76766e-07
2931,fauld,7.46123e-09,7.46123e-07
2932,fauns,5.94432e-08,5.9443200000000005e-06
2933,faurd,3.53266e-10,3.53266e-08
2934,fauts,2.30395e-09,2.3039500000000002e-07
2935,fauve,1.11131e-08,1.1113100000000001e-06
2936,favas,5.96665e-09,5.96665e-07
2937,favel,1.15329e-09,1.15329e-07
2938,faver,9.2386e-09,9.238600000000001e-07
2939,faves,1.07037e-08,1.07037e-06
2940,favus,5.2188e-08,5.2188e-06
2941,fawns,2.25991e-07,2.25991e-05
2942,fawny,1.90496e-09,1.9049600000000001e-07
2943,faxed,2.13658e-07,2.1365799999999998e-05
2944,faxes,1.95553e-07,1.95553e-05
2945,fayed,5.17844e-09,5.17844e-07
2946,fayer,1.05884e-08,1.05884e-06
2947,fayne,2.7439e-08,2.7438999999999997e-06
2948,fayre,1.56961e-07,1.56961e-05
2949,fazed,6.48607e-08,6.48607e-06
2950,fazes,6.52448e-09,6.52448e-07
